,ZIP,State,County,coastal_flood_events_96_19,State_abbrev,County_FIPS
821,8872,NEW JERSEY,CAPE MAY,56,NJ,34023
822,8873,NEW JERSEY,MIDDLESEX,40,NJ,34035
823,8875,NEW JERSEY,MIDDLESEX,40,NJ,34035
824,8876,NEW JERSEY,MIDDLESEX,40,NJ,34035
825,8879,NEW JERSEY,CAPE MAY,56,NJ,34023
826,8880,NEW JERSEY,MIDDLESEX,40,NJ,34035
827,8882,NEW JERSEY,CAPE MAY,56,NJ,34023
828,8884,NEW JERSEY,CAPE MAY,56,NJ,34023
829,8885,NEW JERSEY,BURLINGTON,25,NJ,34019
830,8887,NEW JERSEY,BURLINGTON,25,NJ,34019
831,8888,NEW JERSEY,BURLINGTON,25,NJ,34019
832,8889,NEW JERSEY,MIDDLESEX,40,NJ,34035
833,8899,NEW JERSEY,CAPE MAY,56,NJ,34023
834,8901,NEW JERSEY,MIDDLESEX,40,NJ,34035
835,8902,NEW JERSEY,CAPE MAY,56,NJ,34023
836,8903,NEW JERSEY,CAPE MAY,56,NJ,34023
837,8904,NEW JERSEY,CAPE MAY,56,NJ,34023
838,8906,NEW JERSEY,CAPE MAY,56,NJ,34023
839,8933,NEW JERSEY,CAPE MAY,56,NJ,34023
840,10451,NEW YORK,CAYUGA,7,NY,36005
841,10452,NEW YORK,CAYUGA,7,NY,36005
842,10453,NEW YORK,CAYUGA,7,NY,36005
843,10454,NEW YORK,CAYUGA,7,NY,36005
844,10455,NEW YORK,CAYUGA,7,NY,36005
845,10456,NEW YORK,CAYUGA,7,NY,36005
846,10457,NEW YORK,CAYUGA,7,NY,36005
847,10458,NEW YORK,CAYUGA,7,NY,36005
848,10459,NEW YORK,CAYUGA,7,NY,36005
849,10460,NEW YORK,CAYUGA,7,NY,36005
850,10461,NEW YORK,CAYUGA,7,NY,36005
851,10462,NEW YORK,CAYUGA,7,NY,36005
852,10463,NEW YORK,CAYUGA,7,NY,36005
853,10464,NEW YORK,CAYUGA,7,NY,36005
854,10465,NEW YORK,CAYUGA,7,NY,36005
855,10466,NEW YORK,CAYUGA,7,NY,36005
856,10467,NEW YORK,CAYUGA,7,NY,36005
857,10468,NEW YORK,CAYUGA,7,NY,36005
858,10469,NEW YORK,CAYUGA,7,NY,36005
859,10470,NEW YORK,CAYUGA,7,NY,36005
860,10471,NEW YORK,CAYUGA,7,NY,36005
861,10472,NEW YORK,CAYUGA,7,NY,36005
862,10473,NEW YORK,CAYUGA,7,NY,36005
863,10474,NEW YORK,CAYUGA,7,NY,36005
864,10475,NEW YORK,CAYUGA,7,NY,36005
865,10505,NEW YORK,SUFFOLK,19,NY,36079
866,10509,NEW YORK,SUFFOLK,19,NY,36079
867,10512,NEW YORK,SUFFOLK,19,NY,36079
868,10516,NEW YORK,SUFFOLK,19,NY,36079
869,10524,NEW YORK,SUFFOLK,19,NY,36079
870,10537,NEW YORK,SUFFOLK,19,NY,36079
871,10541,NEW YORK,SUFFOLK,19,NY,36079
872,10542,NEW YORK,SUFFOLK,19,NY,36079
873,10550,NEW YORK,CAYUGA,7,NY,36005
874,10567,NEW YORK,SUFFOLK,19,NY,36079
875,10579,NEW YORK,SUFFOLK,19,NY,36079
876,10588,NEW YORK,SUFFOLK,19,NY,36079
877,10704,NEW YORK,CAYUGA,7,NY,36005
878,10705,NEW YORK,CAYUGA,7,NY,36005
879,10803,NEW YORK,CAYUGA,7,NY,36005
880,10910,NEW YORK,WESTCHESTER,15,NY,36071
881,10912,NEW YORK,WESTCHESTER,15,NY,36071
882,10914,NEW YORK,WESTCHESTER,15,NY,36071
883,10915,NEW YORK,WESTCHESTER,15,NY,36071
884,10916,NEW YORK,WESTCHESTER,15,NY,36071
885,10917,NEW YORK,WESTCHESTER,15,NY,36071
886,10918,NEW YORK,WESTCHESTER,15,NY,36071
887,10919,NEW YORK,WESTCHESTER,15,NY,36071
888,10921,NEW YORK,WESTCHESTER,15,NY,36071
889,10922,NEW YORK,WESTCHESTER,15,NY,36071
890,10924,NEW YORK,WESTCHESTER,15,NY,36071
891,10925,NEW YORK,WESTCHESTER,15,NY,36071
892,10926,NEW YORK,WESTCHESTER,15,NY,36071
893,10928,NEW YORK,WESTCHESTER,15,NY,36071
894,10930,NEW YORK,WESTCHESTER,15,NY,36071
895,10932,NEW YORK,WESTCHESTER,15,NY,36071
896,10933,NEW YORK,WESTCHESTER,15,NY,36071
897,10940,NEW YORK,WESTCHESTER,15,NY,36071
898,10941,NEW YORK,WESTCHESTER,15,NY,36071
899,10949,NEW YORK,WESTCHESTER,15,NY,36071
900,10950,NEW YORK,WESTCHESTER,15,NY,36071
901,10953,NEW YORK,WESTCHESTER,15,NY,36071
902,10958,NEW YORK,WESTCHESTER,15,NY,36071
903,10959,NEW YORK,WESTCHESTER,15,NY,36071
904,10963,NEW YORK,WESTCHESTER,15,NY,36071
905,10969,NEW YORK,WESTCHESTER,15,NY,36071
906,10973,NEW YORK,WESTCHESTER,15,NY,36071
907,10975,NEW YORK,WESTCHESTER,15,NY,36071
908,10979,NEW YORK,WESTCHESTER,15,NY,36071
909,10981,NEW YORK,WESTCHESTER,15,NY,36071
910,10985,NEW YORK,WESTCHESTER,15,NY,36071
911,10987,NEW YORK,WESTCHESTER,15,NY,36071
912,10988,NEW YORK,WESTCHESTER,15,NY,36071
913,10990,NEW YORK,WESTCHESTER,15,NY,36071
914,10992,NEW YORK,WESTCHESTER,15,NY,36071
915,10996,NEW YORK,WESTCHESTER,15,NY,36071
916,10998,NEW YORK,WESTCHESTER,15,NY,36071
917,11001,NEW YORK,SUFFOLK,35,NY,36081
918,11004,NEW YORK,SUFFOLK,35,NY,36081
919,11005,NEW YORK,SUFFOLK,35,NY,36081
920,11020,NEW YORK,SUFFOLK,35,NY,36081
921,11040,NEW YORK,SUFFOLK,35,NY,36081
922,11101,NEW YORK,SUFFOLK,35,NY,36081
923,11102,NEW YORK,SUFFOLK,35,NY,36081
924,11103,NEW YORK,SUFFOLK,35,NY,36081
925,11104,NEW YORK,SUFFOLK,35,NY,36081
926,11105,NEW YORK,SUFFOLK,35,NY,36081
927,11106,NEW YORK,SUFFOLK,35,NY,36081
928,11109,NEW YORK,SUFFOLK,35,NY,36081
929,11208,NEW YORK,SUFFOLK,35,NY,36081
930,11237,NEW YORK,SUFFOLK,35,NY,36081
931,11351,NEW YORK,SUFFOLK,35,NY,36081
932,11352,NEW YORK,SUFFOLK,35,NY,36081
933,11354,NEW YORK,SUFFOLK,35,NY,36081
934,11355,NEW YORK,SUFFOLK,35,NY,36081
935,11356,NEW YORK,SUFFOLK,35,NY,36081
936,11357,NEW YORK,SUFFOLK,35,NY,36081
937,11358,NEW YORK,SUFFOLK,35,NY,36081
938,11359,NEW YORK,SUFFOLK,35,NY,36081
939,11360,NEW YORK,SUFFOLK,35,NY,36081
940,11361,NEW YORK,SUFFOLK,35,NY,36081
941,11362,NEW YORK,SUFFOLK,35,NY,36081
942,11363,NEW YORK,SUFFOLK,35,NY,36081
943,11364,NEW YORK,SUFFOLK,35,NY,36081
944,11365,NEW YORK,SUFFOLK,35,NY,36081
945,11366,NEW YORK,SUFFOLK,35,NY,36081
946,11367,NEW YORK,SUFFOLK,35,NY,36081
947,11368,NEW YORK,SUFFOLK,35,NY,36081
948,11369,NEW YORK,SUFFOLK,35,NY,36081
949,11370,NEW YORK,SUFFOLK,35,NY,36081
950,11371,NEW YORK,SUFFOLK,35,NY,36081
951,11372,NEW YORK,SUFFOLK,35,NY,36081
952,11373,NEW YORK,SUFFOLK,35,NY,36081
953,11374,NEW YORK,SUFFOLK,35,NY,36081
954,11375,NEW YORK,SUFFOLK,35,NY,36081
955,11377,NEW YORK,SUFFOLK,35,NY,36081
956,11378,NEW YORK,SUFFOLK,35,NY,36081
957,11379,NEW YORK,SUFFOLK,35,NY,36081
958,11380,NEW YORK,SUFFOLK,35,NY,36081
959,11381,NEW YORK,SUFFOLK,35,NY,36081
960,11385,NEW YORK,SUFFOLK,35,NY,36081
961,11386,NEW YORK,SUFFOLK,35,NY,36081
962,11405,NEW YORK,SUFFOLK,35,NY,36081
963,11411,NEW YORK,SUFFOLK,35,NY,36081
964,11412,NEW YORK,SUFFOLK,35,NY,36081
965,11413,NEW YORK,SUFFOLK,35,NY,36081
966,11414,NEW YORK,SUFFOLK,35,NY,36081
967,11415,NEW YORK,SUFFOLK,35,NY,36081
968,11416,NEW YORK,SUFFOLK,35,NY,36081
969,11417,NEW YORK,SUFFOLK,35,NY,36081
970,11418,NEW YORK,SUFFOLK,35,NY,36081
971,11419,NEW YORK,SUFFOLK,35,NY,36081
972,11420,NEW YORK,SUFFOLK,35,NY,36081
973,11421,NEW YORK,SUFFOLK,35,NY,36081
974,11422,NEW YORK,SUFFOLK,35,NY,36081
975,11423,NEW YORK,SUFFOLK,35,NY,36081
976,11424,NEW YORK,SUFFOLK,35,NY,36081
977,11425,NEW YORK,SUFFOLK,35,NY,36081
978,11426,NEW YORK,SUFFOLK,35,NY,36081
979,11427,NEW YORK,SUFFOLK,35,NY,36081
980,11428,NEW YORK,SUFFOLK,35,NY,36081
981,11429,NEW YORK,SUFFOLK,35,NY,36081
982,11430,NEW YORK,SUFFOLK,35,NY,36081
983,11431,NEW YORK,SUFFOLK,35,NY,36081
984,11432,NEW YORK,SUFFOLK,35,NY,36081
985,11433,NEW YORK,SUFFOLK,35,NY,36081
986,11434,NEW YORK,SUFFOLK,35,NY,36081
987,11435,NEW YORK,SUFFOLK,35,NY,36081
988,11436,NEW YORK,SUFFOLK,35,NY,36081
989,11439,NEW YORK,SUFFOLK,35,NY,36081
990,11451,NEW YORK,SUFFOLK,35,NY,36081
991,11499,NEW YORK,SUFFOLK,35,NY,36081
992,11559,NEW YORK,SUFFOLK,35,NY,36081
993,11580,NEW YORK,SUFFOLK,35,NY,36081
994,11691,NEW YORK,SUFFOLK,35,NY,36081
995,11692,NEW YORK,SUFFOLK,35,NY,36081
996,11693,NEW YORK,SUFFOLK,35,NY,36081
997,11694,NEW YORK,SUFFOLK,35,NY,36081
998,11697,NEW YORK,SUFFOLK,35,NY,36081
999,11701,NEW YORK,SUFFOLK,2,NY,36103
1000,11702,NEW YORK,SUFFOLK,2,NY,36103
1001,11703,NEW YORK,SUFFOLK,2,NY,36103
1002,11704,NEW YORK,SUFFOLK,2,NY,36103
1003,11705,NEW YORK,SUFFOLK,2,NY,36103
1004,11706,NEW YORK,SUFFOLK,2,NY,36103
1005,11713,NEW YORK,SUFFOLK,2,NY,36103
1006,11715,NEW YORK,SUFFOLK,2,NY,36103
1007,11716,NEW YORK,SUFFOLK,2,NY,36103
1008,11717,NEW YORK,SUFFOLK,2,NY,36103
1009,11718,NEW YORK,SUFFOLK,2,NY,36103
1010,11719,NEW YORK,SUFFOLK,2,NY,36103
1011,11720,NEW YORK,SUFFOLK,2,NY,36103
1012,11721,NEW YORK,SUFFOLK,2,NY,36103
1013,11722,NEW YORK,SUFFOLK,2,NY,36103
1014,11724,NEW YORK,SUFFOLK,2,NY,36103
1015,11725,NEW YORK,SUFFOLK,2,NY,36103
1016,11726,NEW YORK,SUFFOLK,2,NY,36103
1017,11727,NEW YORK,SUFFOLK,2,NY,36103
1018,11729,NEW YORK,SUFFOLK,2,NY,36103
1019,11730,NEW YORK,SUFFOLK,2,NY,36103
1020,11731,NEW YORK,SUFFOLK,2,NY,36103
1021,11733,NEW YORK,SUFFOLK,2,NY,36103
1022,11735,NEW YORK,SUFFOLK,2,NY,36103
1023,11738,NEW YORK,SUFFOLK,2,NY,36103
1024,11739,NEW YORK,SUFFOLK,2,NY,36103
1025,11740,NEW YORK,SUFFOLK,2,NY,36103
1026,11741,NEW YORK,SUFFOLK,2,NY,36103
1027,11742,NEW YORK,SUFFOLK,2,NY,36103
1028,11743,NEW YORK,SUFFOLK,2,NY,36103
1029,11746,NEW YORK,SUFFOLK,2,NY,36103
1030,11747,NEW YORK,SUFFOLK,2,NY,36103
1031,11749,NEW YORK,SUFFOLK,2,NY,36103
1032,11751,NEW YORK,SUFFOLK,2,NY,36103
1033,11752,NEW YORK,SUFFOLK,2,NY,36103
1034,11754,NEW YORK,SUFFOLK,2,NY,36103
1035,11755,NEW YORK,SUFFOLK,2,NY,36103
1036,11757,NEW YORK,SUFFOLK,2,NY,36103
1037,11758,NEW YORK,SUFFOLK,2,NY,36103
1038,11763,NEW YORK,SUFFOLK,2,NY,36103
1039,11764,NEW YORK,SUFFOLK,2,NY,36103
1040,11766,NEW YORK,SUFFOLK,2,NY,36103
1041,11767,NEW YORK,SUFFOLK,2,NY,36103
1042,11768,NEW YORK,SUFFOLK,2,NY,36103
1043,11769,NEW YORK,SUFFOLK,2,NY,36103
1044,11770,NEW YORK,SUFFOLK,2,NY,36103
1045,11772,NEW YORK,SUFFOLK,2,NY,36103
1046,11776,NEW YORK,SUFFOLK,2,NY,36103
1047,11777,NEW YORK,SUFFOLK,2,NY,36103
1048,11778,NEW YORK,SUFFOLK,2,NY,36103
1049,11779,NEW YORK,SUFFOLK,2,NY,36103
1050,11780,NEW YORK,SUFFOLK,2,NY,36103
1051,11782,NEW YORK,SUFFOLK,2,NY,36103
1052,11784,NEW YORK,SUFFOLK,2,NY,36103
1053,11786,NEW YORK,SUFFOLK,2,NY,36103
1054,11787,NEW YORK,SUFFOLK,2,NY,36103
1055,11788,NEW YORK,SUFFOLK,2,NY,36103
1056,11789,NEW YORK,SUFFOLK,2,NY,36103
1057,11790,NEW YORK,SUFFOLK,2,NY,36103
1058,11792,NEW YORK,SUFFOLK,2,NY,36103
1059,11794,NEW YORK,SUFFOLK,2,NY,36103
1060,11795,NEW YORK,SUFFOLK,2,NY,36103
1061,11796,NEW YORK,SUFFOLK,2,NY,36103
1062,11798,NEW YORK,SUFFOLK,2,NY,36103
1063,11901,NEW YORK,SUFFOLK,2,NY,36103
1064,11930,NEW YORK,SUFFOLK,2,NY,36103
1065,11931,NEW YORK,SUFFOLK,2,NY,36103
1066,11932,NEW YORK,SUFFOLK,2,NY,36103
1067,11933,NEW YORK,SUFFOLK,2,NY,36103
1068,11934,NEW YORK,SUFFOLK,2,NY,36103
1069,11935,NEW YORK,SUFFOLK,2,NY,36103
1070,11937,NEW YORK,SUFFOLK,2,NY,36103
1071,11939,NEW YORK,SUFFOLK,2,NY,36103
1072,11940,NEW YORK,SUFFOLK,2,NY,36103
1073,11941,NEW YORK,SUFFOLK,2,NY,36103
1074,11942,NEW YORK,SUFFOLK,2,NY,36103
1075,11944,NEW YORK,SUFFOLK,2,NY,36103
1076,11946,NEW YORK,SUFFOLK,2,NY,36103
1077,11947,NEW YORK,SUFFOLK,2,NY,36103
1078,11948,NEW YORK,SUFFOLK,2,NY,36103
1079,11949,NEW YORK,SUFFOLK,2,NY,36103
1080,11950,NEW YORK,SUFFOLK,2,NY,36103
1081,11951,NEW YORK,SUFFOLK,2,NY,36103
1082,11952,NEW YORK,SUFFOLK,2,NY,36103
1083,11953,NEW YORK,SUFFOLK,2,NY,36103
1084,11954,NEW YORK,SUFFOLK,2,NY,36103
1085,11955,NEW YORK,SUFFOLK,2,NY,36103
1086,11956,NEW YORK,SUFFOLK,2,NY,36103
1087,11957,NEW YORK,SUFFOLK,2,NY,36103
1088,11958,NEW YORK,SUFFOLK,2,NY,36103
1089,11959,NEW YORK,SUFFOLK,2,NY,36103
1090,11960,NEW YORK,SUFFOLK,2,NY,36103
1091,11961,NEW YORK,SUFFOLK,2,NY,36103
1092,11962,NEW YORK,SUFFOLK,2,NY,36103
1093,11963,NEW YORK,SUFFOLK,2,NY,36103
1094,11964,NEW YORK,SUFFOLK,2,NY,36103
1095,11965,NEW YORK,SUFFOLK,2,NY,36103
1096,11967,NEW YORK,SUFFOLK,2,NY,36103
1097,11968,NEW YORK,SUFFOLK,2,NY,36103
1098,11969,NEW YORK,SUFFOLK,2,NY,36103
1099,11970,NEW YORK,SUFFOLK,2,NY,36103
1100,11971,NEW YORK,SUFFOLK,2,NY,36103
1101,11972,NEW YORK,SUFFOLK,2,NY,36103
1102,11973,NEW YORK,SUFFOLK,2,NY,36103
1103,11975,NEW YORK,SUFFOLK,2,NY,36103
1104,11976,NEW YORK,SUFFOLK,2,NY,36103
1105,11977,NEW YORK,SUFFOLK,2,NY,36103
1106,11978,NEW YORK,SUFFOLK,2,NY,36103
1107,11980,NEW YORK,SUFFOLK,2,NY,36103
1108,12518,NEW YORK,WESTCHESTER,15,NY,36071
1109,12520,NEW YORK,WESTCHESTER,15,NY,36071
1110,12524,NEW YORK,SUFFOLK,19,NY,36079
1111,12531,NEW YORK,SUFFOLK,19,NY,36079
1112,12533,NEW YORK,SUFFOLK,19,NY,36079
1113,12542,NEW YORK,WESTCHESTER,15,NY,36071
1114,12543,NEW YORK,WESTCHESTER,15,NY,36071
1115,12549,NEW YORK,WESTCHESTER,15,NY,36071
1116,12550,NEW YORK,WESTCHESTER,15,NY,36071
1117,12551,NEW YORK,WESTCHESTER,15,NY,36071
1118,12552,NEW YORK,WESTCHESTER,15,NY,36071
1119,12553,NEW YORK,WESTCHESTER,15,NY,36071
1120,12555,NEW YORK,WESTCHESTER,15,NY,36071
1121,12563,NEW YORK,SUFFOLK,19,NY,36079
1122,12564,NEW YORK,SUFFOLK,19,NY,36079
1123,12566,NEW YORK,WESTCHESTER,15,NY,36071
1124,12575,NEW YORK,WESTCHESTER,15,NY,36071
1125,12577,NEW YORK,WESTCHESTER,15,NY,36071
1126,12582,NEW YORK,SUFFOLK,19,NY,36079
1127,12584,NEW YORK,WESTCHESTER,15,NY,36071
1128,12586,NEW YORK,WESTCHESTER,15,NY,36071
1129,12589,NEW YORK,WESTCHESTER,15,NY,36071
1130,12721,NEW YORK,WESTCHESTER,15,NY,36071
1131,12729,NEW YORK,WESTCHESTER,15,NY,36071
1132,12746,NEW YORK,WESTCHESTER,15,NY,36071
1133,12754,NEW YORK,WESTCHESTER,15,NY,36071
1134,12771,NEW YORK,WESTCHESTER,15,NY,36071
1135,12780,NEW YORK,WESTCHESTER,15,NY,36071
1136,12785,NEW YORK,WESTCHESTER,15,NY,36071
1137,13028,NEW YORK,KINGS,19,NY,36075
1138,13033,NEW YORK,KINGS,19,NY,36075
1139,13036,NEW YORK,KINGS,19,NY,36075
1140,13042,NEW YORK,KINGS,19,NY,36075
1141,13044,NEW YORK,KINGS,19,NY,36075
1142,13069,NEW YORK,KINGS,19,NY,36075
1143,13074,NEW YORK,KINGS,19,NY,36075
1144,13076,NEW YORK,KINGS,19,NY,36075
1145,13083,NEW YORK,KINGS,19,NY,36075
1146,13093,NEW YORK,KINGS,19,NY,36075
1147,13103,NEW YORK,KINGS,19,NY,36075
1148,13111,NEW YORK,KINGS,19,NY,36075
1149,13114,NEW YORK,KINGS,19,NY,36075
1150,13115,NEW YORK,KINGS,19,NY,36075
1151,13121,NEW YORK,KINGS,19,NY,36075
1152,13126,NEW YORK,KINGS,19,NY,36075
1153,13131,NEW YORK,KINGS,19,NY,36075
1154,13132,NEW YORK,KINGS,19,NY,36075
1155,13135,NEW YORK,KINGS,19,NY,36075
1156,13142,NEW YORK,KINGS,19,NY,36075
1157,13144,NEW YORK,KINGS,19,NY,36075
1158,13145,NEW YORK,KINGS,19,NY,36075
1159,13156,NEW YORK,KINGS,19,NY,36075
1160,13167,NEW YORK,KINGS,19,NY,36075
1161,13302,NEW YORK,KINGS,19,NY,36075
1162,13316,NEW YORK,KINGS,19,NY,36075
1163,13426,NEW YORK,KINGS,19,NY,36075
1164,13437,NEW YORK,KINGS,19,NY,36075
1165,13483,NEW YORK,KINGS,19,NY,36075
1166,13493,NEW YORK,KINGS,19,NY,36075
1167,13661,NEW YORK,KINGS,19,NY,36075
1168,14004,NEW YORK,WAYNE,7,NY,36121
1169,14009,NEW YORK,WAYNE,7,NY,36121
1170,14011,NEW YORK,WAYNE,7,NY,36121
1171,14024,NEW YORK,WAYNE,7,NY,36121
1172,14030,NEW YORK,WAYNE,7,NY,36121
1173,14037,NEW YORK,WAYNE,7,NY,36121
1174,14039,NEW YORK,WAYNE,7,NY,36121
1175,14040,NEW YORK,WAYNE,7,NY,36121
1176,14054,NEW YORK,WAYNE,7,NY,36121
1177,14066,NEW YORK,WAYNE,7,NY,36121
1178,14082,NEW YORK,WAYNE,7,NY,36121
1179,14083,NEW YORK,WAYNE,7,NY,36121
1180,14113,NEW YORK,WAYNE,7,NY,36121
1181,14130,NEW YORK,WAYNE,7,NY,36121
1182,14145,NEW YORK,WAYNE,7,NY,36121
1183,14167,NEW YORK,WAYNE,7,NY,36121
1184,14427,NEW YORK,WAYNE,7,NY,36121
1185,14481,NEW YORK,WAYNE,7,NY,36121
1186,14525,NEW YORK,WAYNE,7,NY,36121
1187,14530,NEW YORK,WAYNE,7,NY,36121
1188,14533,NEW YORK,WAYNE,7,NY,36121
1189,14536,NEW YORK,WAYNE,7,NY,36121
1190,14549,NEW YORK,WAYNE,7,NY,36121
1191,14550,NEW YORK,WAYNE,7,NY,36121
1192,14569,NEW YORK,WAYNE,7,NY,36121
1193,14591,NEW YORK,WAYNE,7,NY,36121
1194,14735,NEW YORK,WAYNE,7,NY,36121
1195,18407,PENNSYLVANIA,DELAWARE,29,PA,42115
1196,18413,PENNSYLVANIA,DELAWARE,29,PA,42115
1197,18419,PENNSYLVANIA,DELAWARE,29,PA,42115
1198,18421,PENNSYLVANIA,DELAWARE,29,PA,42115
1199,18430,PENNSYLVANIA,DELAWARE,29,PA,42115
1200,18441,PENNSYLVANIA,DELAWARE,29,PA,42115
1201,18446,PENNSYLVANIA,DELAWARE,29,PA,42115
1202,18462,PENNSYLVANIA,DELAWARE,29,PA,42115
1203,18465,PENNSYLVANIA,DELAWARE,29,PA,42115
1204,18470,PENNSYLVANIA,DELAWARE,29,PA,42115
1205,18623,PENNSYLVANIA,DELAWARE,29,PA,42115
1206,18630,PENNSYLVANIA,DELAWARE,29,PA,42115
1207,18801,PENNSYLVANIA,DELAWARE,29,PA,42115
1208,18812,PENNSYLVANIA,DELAWARE,29,PA,42115
1209,18813,PENNSYLVANIA,DELAWARE,29,PA,42115
1210,18816,PENNSYLVANIA,DELAWARE,29,PA,42115
1211,18818,PENNSYLVANIA,DELAWARE,29,PA,42115
1212,18820,PENNSYLVANIA,DELAWARE,29,PA,42115
1213,18821,PENNSYLVANIA,DELAWARE,29,PA,42115
1214,18822,PENNSYLVANIA,DELAWARE,29,PA,42115
1215,18823,PENNSYLVANIA,DELAWARE,29,PA,42115
1216,18824,PENNSYLVANIA,DELAWARE,29,PA,42115
1217,18825,PENNSYLVANIA,DELAWARE,29,PA,42115
1218,18826,PENNSYLVANIA,DELAWARE,29,PA,42115
1219,18827,PENNSYLVANIA,DELAWARE,29,PA,42115
1220,18828,PENNSYLVANIA,DELAWARE,29,PA,42115
1221,18829,PENNSYLVANIA,DELAWARE,29,PA,42115
1222,18830,PENNSYLVANIA,DELAWARE,29,PA,42115
1223,18834,PENNSYLVANIA,DELAWARE,29,PA,42115
1224,18842,PENNSYLVANIA,DELAWARE,29,PA,42115
1225,18843,PENNSYLVANIA,DELAWARE,29,PA,42115
1226,18844,PENNSYLVANIA,DELAWARE,29,PA,42115
1227,18847,PENNSYLVANIA,DELAWARE,29,PA,42115
1228,20058,MARYLAND,CAROLINE,4,MD,24031
1229,20106,VIRGINIA,GLOUCESTER,8,VA,51157
1230,20207,MARYLAND,CAROLINE,4,MD,24031
1231,20233,MARYLAND,CHARLES,6,MD,24033
1232,20389,MARYLAND,CHARLES,6,MD,24033
1233,20395,MARYLAND,CHARLES,6,MD,24033
1234,20588,MARYLAND,CHARLES,6,MD,24033
1235,20598,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1236,20599,MARYLAND,CHARLES,6,MD,24033
1237,20601,MARYLAND,ANNE ARUNDEL,47,MD,24017
1238,20602,MARYLAND,ANNE ARUNDEL,47,MD,24017
1239,20603,MARYLAND,ANNE ARUNDEL,47,MD,24017
1240,20604,MARYLAND,ANNE ARUNDEL,47,MD,24017
1241,20607,MARYLAND,ANNE ARUNDEL,47,MD,24017
1242,20608,MARYLAND,CHARLES,6,MD,24033
1243,20611,MARYLAND,ANNE ARUNDEL,47,MD,24017
1244,20612,MARYLAND,ANNE ARUNDEL,47,MD,24017
1245,20613,MARYLAND,ANNE ARUNDEL,47,MD,24017
1246,20616,MARYLAND,ANNE ARUNDEL,47,MD,24017
1247,20617,MARYLAND,ANNE ARUNDEL,47,MD,24017
1248,20622,MARYLAND,ANNE ARUNDEL,47,MD,24017
1249,20623,MARYLAND,CHARLES,6,MD,24033
1250,20625,MARYLAND,ANNE ARUNDEL,47,MD,24017
1251,20632,MARYLAND,ANNE ARUNDEL,47,MD,24017
1252,20637,MARYLAND,ANNE ARUNDEL,47,MD,24017
1253,20640,MARYLAND,ANNE ARUNDEL,47,MD,24017
1254,20643,MARYLAND,ANNE ARUNDEL,47,MD,24017
1255,20645,MARYLAND,ANNE ARUNDEL,47,MD,24017
1256,20646,MARYLAND,ANNE ARUNDEL,47,MD,24017
1257,20658,MARYLAND,ANNE ARUNDEL,47,MD,24017
1258,20659,MARYLAND,ANNE ARUNDEL,47,MD,24017
1259,20661,MARYLAND,ANNE ARUNDEL,47,MD,24017
1260,20662,MARYLAND,ANNE ARUNDEL,47,MD,24017
1261,20664,MARYLAND,ANNE ARUNDEL,47,MD,24017
1262,20675,MARYLAND,ANNE ARUNDEL,47,MD,24017
1263,20677,MARYLAND,ANNE ARUNDEL,47,MD,24017
1264,20693,MARYLAND,ANNE ARUNDEL,47,MD,24017
1265,20695,MARYLAND,ANNE ARUNDEL,47,MD,24017
1266,20701,MARYLAND,CALVERT,10,MD,24027
1267,20703,MARYLAND,CHARLES,6,MD,24033
1268,20704,MARYLAND,CHARLES,6,MD,24033
1269,20705,MARYLAND,CHARLES,6,MD,24033
1270,20706,MARYLAND,CHARLES,6,MD,24033
1271,20707,MARYLAND,CAROLINE,4,MD,24031
1272,20708,MARYLAND,CHARLES,6,MD,24033
1273,20709,MARYLAND,CHARLES,6,MD,24033
1274,20710,MARYLAND,CHARLES,6,MD,24033
1275,20712,MARYLAND,CHARLES,6,MD,24033
1276,20715,MARYLAND,CHARLES,6,MD,24033
1277,20716,MARYLAND,CHARLES,6,MD,24033
1278,20717,MARYLAND,CHARLES,6,MD,24033
1279,20718,MARYLAND,CHARLES,6,MD,24033
1280,20720,MARYLAND,CHARLES,6,MD,24033
1281,20721,MARYLAND,CHARLES,6,MD,24033
1282,20722,MARYLAND,CHARLES,6,MD,24033
1283,20723,MARYLAND,CALVERT,10,MD,24027
1284,20724,MARYLAND,CHARLES,6,MD,24033
1285,20725,MARYLAND,CHARLES,6,MD,24033
1286,20726,MARYLAND,CHARLES,6,MD,24033
1287,20731,MARYLAND,CHARLES,6,MD,24033
1288,20735,MARYLAND,CHARLES,6,MD,24033
1289,20737,MARYLAND,CHARLES,6,MD,24033
1290,20738,MARYLAND,CHARLES,6,MD,24033
1291,20740,MARYLAND,CHARLES,6,MD,24033
1292,20741,MARYLAND,CHARLES,6,MD,24033
1293,20742,MARYLAND,CHARLES,6,MD,24033
1294,20743,MARYLAND,CHARLES,6,MD,24033
1295,20744,MARYLAND,CHARLES,6,MD,24033
1296,20745,MARYLAND,CHARLES,6,MD,24033
1297,20746,MARYLAND,CHARLES,6,MD,24033
1298,20747,MARYLAND,CHARLES,6,MD,24033
1299,20748,MARYLAND,CHARLES,6,MD,24033
1300,20749,MARYLAND,CHARLES,6,MD,24033
1301,20750,MARYLAND,CHARLES,6,MD,24033
1302,20752,MARYLAND,CHARLES,6,MD,24033
1303,20753,MARYLAND,CHARLES,6,MD,24033
1304,20757,MARYLAND,CHARLES,6,MD,24033
1305,20759,MARYLAND,CALVERT,10,MD,24027
